IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.102.132,8080,8080,false,SIN,Asia Pacific,Singapore,22,4.86
8.209.241.128,2052,2052,false,NRT,Asia Pacific,Tokyo,89,4.86
8.222.214.137,2053,2053,true,SIN,Asia Pacific,Singapore,112,4.86
47.74.5.150,80,80,false,NRT,Asia Pacific,Tokyo,87,4.86
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,56,4.86
47.74.42.111,2096,2096,true,NRT,Asia Pacific,Tokyo,74,4.86
47.74.4.47,2086,2086,false,NRT,Asia Pacific,Tokyo,74,4.86
47.245.14.216,2053,2053,true,NRT,Asia Pacific,Tokyo,80,4.86
47.74.34.135,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.85
47.74.15.117,2096,2096,true,NRT,Asia Pacific,Tokyo,289,4.85
8.219.102.252,8443,8443,true,SIN,Asia Pacific,Singapore,136,4.85
47.245.10.156,2082,2082,false,NRT,Asia Pacific,Tokyo,423,4.85
47.74.12.137,2086,2086,false,NRT,Asia Pacific,Tokyo,156,4.85
8.222.152.165,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.85
47.74.42.111,2053,2053,true,NRT,Asia Pacific,Tokyo,331,4.85
47.245.54.140,2052,2052,false,NRT,Asia Pacific,Tokyo,190,4.85
8.222.251.201,80,80,false,SIN,Asia Pacific,Singapore,14,4.85
47.74.10.135,8443,8443,true,NRT,Asia Pacific,Tokyo,338,4.84
8.222.255.15,443,443,true,SIN,Asia Pacific,Singapore,73,4.84
8.219.101.72,2087,2087,true,SIN,Asia Pacific,Singapore,21,4.84
47.245.90.75,2052,2052,false,SIN,Asia Pacific,Singapore,15,4.84
47.245.90.49,2082,2082,false,SIN,Asia Pacific,Singapore,4,4.84
47.74.11.219,8880,8880,false,NRT,Asia Pacific,Tokyo,275,4.84
47.74.53.24,2095,2095,false,NRT,Asia Pacific,Tokyo,362,4.84
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,3,4.84
8.222.136.9,8443,8443,true,SIN,Asia Pacific,Singapore,52,4.84
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.83
8.219.207.43,8880,8880,false,SIN,Asia Pacific,Singapore,37,4.83
47.245.90.138,2095,2095,false,SIN,Asia Pacific,Singapore,6,4.83
8.219.205.190,8080,8080,false,SIN,Asia Pacific,Singapore,55,4.83
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.82
47.245.9.228,8880,8880,false,NRT,Asia Pacific,Tokyo,83,4.82
8.219.252.191,2096,2096,true,SIN,Asia Pacific,Singapore,64,4.82
47.236.0.17,8080,8080,false,SIN,Asia Pacific,Singapore,13,4.82
47.243.162.49,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,4.82
8.209.246.24,2052,2052,false,NRT,Asia Pacific,Tokyo,99,4.82
8.222.128.33,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.82
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.82
8.222.140.87,80,80,false,SIN,Asia Pacific,Singapore,19,4.82
8.222.140.87,2087,2087,true,SIN,Asia Pacific,Singapore,28,4.82
8.222.202.163,2082,2082,false,SIN,Asia Pacific,Singapore,9,4.82
47.245.37.37,2087,2087,true,NRT,Asia Pacific,Tokyo,356,4.82
8.219.110.105,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.82
8.209.242.25,2095,2095,false,NRT,Asia Pacific,Tokyo,366,4.81
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.81
8.219.240.160,2083,2083,true,SIN,Asia Pacific,Singapore,95,4.81
47.236.15.108,2083,2083,true,SIN,Asia Pacific,Singapore,60,4.81
8.219.140.1,2095,2095,false,SIN,Asia Pacific,Singapore,6,4.81
8.219.107.199,2053,2053,true,SIN,Asia Pacific,Singapore,56,4.81
47.245.2.231,8080,8080,false,NRT,Asia Pacific,Tokyo,77,4.80
47.245.58.250,2086,2086,false,NRT,Asia Pacific,Tokyo,163,4.80
8.219.100.155,2096,2096,true,SIN,Asia Pacific,Singapore,52,4.80
8.219.199.25,80,80,false,SIN,Asia Pacific,Singapore,13,4.80
47.245.53.177,443,443,true,NRT,Asia Pacific,Tokyo,89,4.80
8.219.160.178,8880,8880,false,SIN,Asia Pacific,Singapore,9,4.80
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,40,4.80
8.219.137.50,2096,2096,true,SIN,Asia Pacific,Singapore,99,4.80
47.236.112.238,8880,8880,false,SIN,Asia Pacific,Singapore,38,4.80
47.74.36.83,2095,2095,false,NRT,Asia Pacific,Tokyo,89,4.80
8.222.245.94,2095,2095,false,SIN,Asia Pacific,Singapore,35,4.80
8.222.152.3,2052,2052,false,SIN,Asia Pacific,Singapore,30,4.80
47.245.121.221,2096,2096,true,SIN,Asia Pacific,Singapore,90,4.79
47.74.4.47,8880,8880,false,NRT,Asia Pacific,Tokyo,238,4.79
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.79
47.74.42.69,2086,2086,false,NRT,Asia Pacific,Tokyo,197,4.79
47.245.1.35,2087,2087,true,NRT,Asia Pacific,Tokyo,316,4.79
47.245.57.38,2053,2053,true,NRT,Asia Pacific,Tokyo,87,4.79
8.219.140.1,8443,8443,true,SIN,Asia Pacific,Singapore,97,4.79
8.222.236.229,2083,2083,true,SIN,Asia Pacific,Singapore,100,4.79
47.245.42.210,2083,2083,true,NRT,Asia Pacific,Tokyo,280,4.79
8.222.212.219,8443,8443,true,SIN,Asia Pacific,Singapore,156,4.78
47.245.2.84,2052,2052,false,NRT,Asia Pacific,Tokyo,139,4.78
8.222.252.150,2082,2082,false,SIN,Asia Pacific,Singapore,4,4.78
8.219.241.189,2096,2096,true,SIN,Asia Pacific,Singapore,147,4.78
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,4.78
47.245.38.233,2053,2053,true,NRT,Asia Pacific,Tokyo,237,4.78
47.74.19.240,8443,8443,true,NRT,Asia Pacific,Tokyo,352,4.78
8.219.215.214,2083,2083,true,SIN,Asia Pacific,Singapore,89,4.77
8.222.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,5,4.77
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,44,4.77
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,26,4.77
8.222.202.163,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.77
8.209.243.172,8080,8080,false,NRT,Asia Pacific,Tokyo,74,4.77
8.222.144.117,2053,2053,true,SIN,Asia Pacific,Singapore,48,4.77
47.245.31.0,2082,2082,false,NRT,Asia Pacific,Tokyo,393,4.77
47.74.39.194,2082,2082,false,NRT,Asia Pacific,Tokyo,89,4.77
47.245.40.161,2086,2086,false,NRT,Asia Pacific,Tokyo,316,4.76
8.219.196.24,8443,8443,true,SIN,Asia Pacific,Singapore,24,4.76
47.74.13.239,2087,2087,true,NRT,Asia Pacific,Tokyo,240,4.76
47.74.46.78,2096,2096,true,NRT,Asia Pacific,Tokyo,297,4.76
47.74.34.162,2082,2082,false,NRT,Asia Pacific,Tokyo,386,4.76
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,73,4.76
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,50,4.76
47.236.126.188,8080,8080,false,SIN,Asia Pacific,Singapore,44,4.76
8.222.138.164,8443,8443,true,SIN,Asia Pacific,Singapore,43,4.76
47.245.33.163,2087,2087,true,NRT,Asia Pacific,Tokyo,90,4.76
47.74.34.31,2096,2096,true,NRT,Asia Pacific,Tokyo,99,4.76
47.91.14.156,2086,2086,false,NRT,Asia Pacific,Tokyo,130,4.76
8.222.128.131,8443,8443,true,SIN,Asia Pacific,Singapore,78,4.75
47.74.34.38,2086,2086,false,NRT,Asia Pacific,Tokyo,147,4.75
8.222.241.42,2052,2052,false,SIN,Asia Pacific,Singapore,18,4.75
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,30,4.75
47.91.21.107,2095,2095,false,NRT,Asia Pacific,Tokyo,229,4.75
47.74.53.24,8443,8443,true,NRT,Asia Pacific,Tokyo,76,4.75
47.245.8.68,2083,2083,true,NRT,Asia Pacific,Tokyo,208,4.74
47.91.31.235,2082,2082,false,NRT,Asia Pacific,Tokyo,77,4.74
47.74.45.143,8443,8443,true,NRT,Asia Pacific,Tokyo,111,4.74
47.74.11.251,2053,2053,true,NRT,Asia Pacific,Tokyo,296,4.74
47.91.21.107,2082,2082,false,NRT,Asia Pacific,Tokyo,78,4.74
8.222.200.162,2052,2052,false,SIN,Asia Pacific,Singapore,7,4.74
8.222.141.186,2053,2053,true,SIN,Asia Pacific,Singapore,70,4.74
47.236.112.103,2096,2096,true,SIN,Asia Pacific,Singapore,77,4.74
8.218.110.180,80,80,false,HKG,Asia Pacific,Hong Kong,37,4.74
47.74.9.206,2083,2083,true,NRT,Asia Pacific,Tokyo,179,4.74
47.245.5.56,443,443,true,NRT,Asia Pacific,Tokyo,341,4.74
47.245.56.29,2095,2095,false,NRT,Asia Pacific,Tokyo,334,4.74
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,4.74
8.209.241.128,8880,8880,false,NRT,Asia Pacific,Tokyo,144,4.74
47.245.117.196,2096,2096,true,SIN,Asia Pacific,Singapore,35,4.74
47.245.30.144,2096,2096,true,NRT,Asia Pacific,Tokyo,170,4.73
8.222.248.36,8443,8443,true,SIN,Asia Pacific,Singapore,137,4.73
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,29,4.73
47.245.56.207,2095,2095,false,NRT,Asia Pacific,Tokyo,78,4.73
8.222.180.242,443,443,true,SIN,Asia Pacific,Singapore,79,4.73
8.222.252.49,80,80,false,SIN,Asia Pacific,Singapore,82,4.73
47.74.34.31,2083,2083,true,NRT,Asia Pacific,Tokyo,354,4.72
47.245.90.138,80,80,false,SIN,Asia Pacific,Singapore,4,4.72
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,4.72
8.222.221.163,2053,2053,true,SIN,Asia Pacific,Singapore,134,4.72
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,4.72
47.245.9.99,2052,2052,false,NRT,Asia Pacific,Tokyo,187,4.72
47.74.6.241,2052,2052,false,NRT,Asia Pacific,Tokyo,181,4.72
47.245.3.226,8080,8080,false,NRT,Asia Pacific,Tokyo,297,4.72
47.74.16.255,2082,2082,false,NRT,Asia Pacific,Tokyo,181,4.72
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,23,4.72
47.91.21.107,2086,2086,false,NRT,Asia Pacific,Tokyo,77,4.72
47.74.23.99,8880,8880,false,NRT,Asia Pacific,Tokyo,81,4.71
47.91.21.107,2053,2053,true,NRT,Asia Pacific,Tokyo,228,4.71
8.222.221.90,2053,2053,true,SIN,Asia Pacific,Singapore,135,4.71
47.245.3.226,8880,8880,false,NRT,Asia Pacific,Tokyo,132,4.71
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,18,4.71
47.91.3.179,2096,2096,true,NRT,Asia Pacific,Tokyo,79,4.71
47.74.45.143,80,80,false,NRT,Asia Pacific,Tokyo,78,4.70
8.219.193.81,8080,8080,false,SIN,Asia Pacific,Singapore,51,4.70
47.236.0.17,2083,2083,true,SIN,Asia Pacific,Singapore,65,4.70
47.74.26.132,2086,2086,false,NRT,Asia Pacific,Tokyo,175,4.70
8.219.114.223,80,80,false,SIN,Asia Pacific,Singapore,47,4.70
47.245.83.153,80,80,false,SIN,Asia Pacific,Singapore,4,4.70
8.219.199.220,8443,8443,true,SIN,Asia Pacific,Singapore,98,4.70
47.74.34.162,2083,2083,true,NRT,Asia Pacific,Tokyo,97,4.70
8.219.66.156,2096,2096,true,SIN,Asia Pacific,Singapore,37,4.69
47.245.11.118,8080,8080,false,NRT,Asia Pacific,Tokyo,77,4.69
8.219.197.111,2053,2053,true,SIN,Asia Pacific,Singapore,135,4.69
47.236.9.147,2086,2086,false,SIN,Asia Pacific,Singapore,43,4.69
47.236.112.103,2086,2086,false,SIN,Asia Pacific,Singapore,13,4.69
47.245.15.207,8880,8880,false,NRT,Asia Pacific,Tokyo,76,4.69
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,68,4.69
47.236.0.17,2096,2096,true,SIN,Asia Pacific,Singapore,78,4.69
47.245.58.175,8880,8880,false,NRT,Asia Pacific,Tokyo,174,4.69
47.236.103.64,2096,2096,true,SIN,Asia Pacific,Singapore,77,4.69
47.245.41.198,8443,8443,true,NRT,Asia Pacific,Tokyo,198,4.69
47.245.121.223,8443,8443,true,SIN,Asia Pacific,Singapore,73,4.69
47.74.54.33,2086,2086,false,NRT,Asia Pacific,Tokyo,255,4.69
8.218.149.193,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,4.68
47.74.43.24,2052,2052,false,NRT,Asia Pacific,Tokyo,314,4.68
8.219.193.22,443,443,true,SIN,Asia Pacific,Singapore,98,4.68
47.74.42.17,80,80,false,NRT,Asia Pacific,Tokyo,152,4.68
8.222.245.188,2096,2096,true,SIN,Asia Pacific,Singapore,65,4.68
8.219.107.199,443,443,true,SIN,Asia Pacific,Singapore,63,4.68
47.245.11.108,2087,2087,true,NRT,Asia Pacific,Tokyo,75,4.68
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,18,4.68
8.222.207.208,2053,2053,true,SIN,Asia Pacific,Singapore,73,4.68
47.245.42.162,2053,2053,true,NRT,Asia Pacific,Tokyo,367,4.67
47.245.112.34,2052,2052,false,SIN,Asia Pacific,Singapore,21,4.67
8.219.123.35,80,80,false,SIN,Asia Pacific,Singapore,29,4.67
8.209.240.229,8880,8880,false,NRT,Asia Pacific,Tokyo,331,4.67
47.91.29.108,80,80,false,NRT,Asia Pacific,Tokyo,92,4.67
47.91.19.249,2053,2053,true,NRT,Asia Pacific,Tokyo,82,4.67
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.67
8.209.243.137,8443,8443,true,NRT,Asia Pacific,Tokyo,357,4.67
8.222.220.108,2096,2096,true,SIN,Asia Pacific,Singapore,141,4.67
8.210.117.18,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,4.66
47.245.121.221,2095,2095,false,SIN,Asia Pacific,Singapore,5,4.66
47.91.17.102,2087,2087,true,NRT,Asia Pacific,Tokyo,81,4.66
8.219.235.164,8880,8880,false,SIN,Asia Pacific,Singapore,12,4.66
47.236.112.103,2083,2083,true,SIN,Asia Pacific,Singapore,25,4.66
47.236.8.245,2086,2086,false,SIN,Asia Pacific,Singapore,35,4.66
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,4.66
8.219.13.143,2086,2086,false,SIN,Asia Pacific,Singapore,10,4.66
8.222.144.117,2053,2053,true,SIN,Asia Pacific,Singapore,61,4.65
47.236.107.152,2087,2087,true,SIN,Asia Pacific,Singapore,88,4.65
8.219.3.53,8080,8080,false,SIN,Asia Pacific,Singapore,28,4.65
8.219.107.199,2082,2082,false,SIN,Asia Pacific,Singapore,11,4.65
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,4.65
47.245.107.174,2087,2087,true,SIN,Asia Pacific,Singapore,59,4.65
47.245.8.156,8443,8443,true,NRT,Asia Pacific,Tokyo,275,4.65
47.245.15.101,80,80,false,NRT,Asia Pacific,Tokyo,141,4.65
8.209.243.99,2052,2052,false,NRT,Asia Pacific,Tokyo,444,4.65
47.236.13.236,8880,8880,false,SIN,Asia Pacific,Singapore,55,4.65
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,4.65
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,16,4.65
8.218.110.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,4.65
47.91.21.107,2095,2095,false,NRT,Asia Pacific,Tokyo,182,4.64
47.74.7.51,8880,8880,false,NRT,Asia Pacific,Tokyo,117,4.64
8.219.116.111,2082,2082,false,SIN,Asia Pacific,Singapore,35,4.64
47.91.21.127,2087,2087,true,NRT,Asia Pacific,Tokyo,301,4.64
47.91.19.249,2087,2087,true,NRT,Asia Pacific,Tokyo,308,4.63
47.245.83.153,2082,2082,false,SIN,Asia Pacific,Singapore,26,4.63
47.236.0.98,2053,2053,true,SIN,Asia Pacific,Singapore,410,4.63
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,32,4.63
47.245.15.207,2052,2052,false,NRT,Asia Pacific,Tokyo,143,4.63
47.245.12.179,2086,2086,false,NRT,Asia Pacific,Tokyo,77,4.63
47.74.46.78,2086,2086,false,NRT,Asia Pacific,Tokyo,212,4.63
8.219.100.155,2053,2053,true,SIN,Asia Pacific,Singapore,148,4.63
8.219.163.214,80,80,false,SIN,Asia Pacific,Singapore,20,4.62
47.236.15.108,80,80,false,SIN,Asia Pacific,Singapore,15,4.62
47.74.9.206,2095,2095,false,NRT,Asia Pacific,Tokyo,240,4.62
8.222.128.131,2083,2083,true,SIN,Asia Pacific,Singapore,78,4.62
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,4.62
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,678,4.62
47.245.13.50,8080,8080,false,NRT,Asia Pacific,Tokyo,76,4.61
47.74.42.69,8443,8443,true,NRT,Asia Pacific,Tokyo,105,4.61
47.245.10.156,2087,2087,true,NRT,Asia Pacific,Tokyo,358,4.61
47.245.38.233,2096,2096,true,NRT,Asia Pacific,Tokyo,264,4.61
8.219.142.30,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.61
8.219.61.52,2096,2096,true,SIN,Asia Pacific,Singapore,49,4.61
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.61
47.74.0.188,80,80,false,NRT,Asia Pacific,Tokyo,81,4.61
47.74.42.111,2086,2086,false,NRT,Asia Pacific,Tokyo,203,4.61
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,63,4.61
47.74.61.146,2096,2096,true,NRT,Asia Pacific,Tokyo,125,4.61
47.245.37.12,2096,2096,true,NRT,Asia Pacific,Tokyo,226,4.61
8.219.99.87,8443,8443,true,SIN,Asia Pacific,Singapore,46,4.60
47.245.37.98,2083,2083,true,NRT,Asia Pacific,Tokyo,187,4.60
8.222.136.9,2052,2052,false,SIN,Asia Pacific,Singapore,35,4.60
47.245.10.123,8080,8080,false,NRT,Asia Pacific,Tokyo,172,4.60
47.245.10.123,2086,2086,false,NRT,Asia Pacific,Tokyo,87,4.60
47.74.6.16,2052,2052,false,NRT,Asia Pacific,Tokyo,185,4.60
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,19,4.60
8.219.228.186,8443,8443,true,SIN,Asia Pacific,Singapore,63,4.60
8.219.117.98,2096,2096,true,SIN,Asia Pacific,Singapore,39,4.60
47.74.8.238,8443,8443,true,NRT,Asia Pacific,Tokyo,414,4.60
47.74.51.138,2052,2052,false,NRT,Asia Pacific,Tokyo,334,4.60
47.91.16.198,2052,2052,false,NRT,Asia Pacific,Tokyo,341,4.60
47.245.121.223,2082,2082,false,SIN,Asia Pacific,Singapore,5,4.60
8.219.57.61,80,80,false,SIN,Asia Pacific,Singapore,24,4.60
8.219.40.255,2095,2095,false,SIN,Asia Pacific,Singapore,6,4.60
47.236.112.103,80,80,false,SIN,Asia Pacific,Singapore,55,4.60
47.236.106.42,2082,2082,false,SIN,Asia Pacific,Singapore,32,4.60
47.245.52.153,80,80,false,NRT,Asia Pacific,Tokyo,298,4.60
47.245.41.198,443,443,true,NRT,Asia Pacific,Tokyo,156,4.60
8.222.245.94,2086,2086,false,SIN,Asia Pacific,Singapore,13,4.59
8.222.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,84,4.59
47.245.52.153,2082,2082,false,NRT,Asia Pacific,Tokyo,77,4.59
47.245.56.50,8880,8880,false,NRT,Asia Pacific,Tokyo,281,4.59
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,4.59
8.219.254.128,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.59
8.218.181.189,2083,2083,true,HKG,Asia Pacific,Hong Kong,34,4.58
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,97,4.58
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,2,4.58
8.222.213.221,2052,2052,false,SIN,Asia Pacific,Singapore,11,4.58
8.222.235.92,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.58
47.245.52.240,2083,2083,true,NRT,Asia Pacific,Tokyo,167,4.58
47.245.31.0,2083,2083,true,NRT,Asia Pacific,Tokyo,76,4.58
47.74.27.94,2087,2087,true,NRT,Asia Pacific,Tokyo,75,4.58
47.245.8.185,2087,2087,true,NRT,Asia Pacific,Tokyo,310,4.58
47.245.39.28,8080,8080,false,NRT,Asia Pacific,Tokyo,183,4.58
47.245.120.81,80,80,false,SIN,Asia Pacific,Singapore,8,4.57
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,4.57
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,49,4.57
8.209.242.25,2086,2086,false,NRT,Asia Pacific,Tokyo,154,4.57
47.245.55.235,2082,2082,false,NRT,Asia Pacific,Tokyo,145,4.56
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,55,4.56
47.245.9.209,2082,2082,false,NRT,Asia Pacific,Tokyo,77,4.56
8.219.197.111,2087,2087,true,SIN,Asia Pacific,Singapore,95,4.56
47.74.40.13,8880,8880,false,NRT,Asia Pacific,Tokyo,78,4.56
8.209.243.137,2087,2087,true,NRT,Asia Pacific,Tokyo,174,4.56
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,27,4.56
8.209.200.73,2082,2082,false,NRT,Asia Pacific,Tokyo,76,4.56
47.91.15.247,8443,8443,true,NRT,Asia Pacific,Tokyo,374,4.56
47.236.0.17,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.55
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,98,4.55
8.209.252.13,2096,2096,true,NRT,Asia Pacific,Tokyo,281,4.55
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,50,4.55
8.209.252.13,8443,8443,true,NRT,Asia Pacific,Tokyo,155,4.55
8.209.214.222,2083,2083,true,NRT,Asia Pacific,Tokyo,205,4.55
47.245.55.94,2083,2083,true,NRT,Asia Pacific,Tokyo,217,4.55
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,10,4.55
47.74.23.99,2052,2052,false,NRT,Asia Pacific,Tokyo,146,4.55
47.243.70.197,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,4.55
47.74.16.67,8443,8443,true,NRT,Asia Pacific,Tokyo,316,4.55
8.222.218.4,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.55
47.245.14.216,8080,8080,false,NRT,Asia Pacific,Tokyo,202,4.55
47.91.10.228,8443,8443,true,NRT,Asia Pacific,Tokyo,314,4.54
47.236.9.147,2083,2083,true,SIN,Asia Pacific,Singapore,78,4.54
47.245.56.50,8880,8880,false,NRT,Asia Pacific,Tokyo,471,4.54
47.245.86.243,2087,2087,true,SIN,Asia Pacific,Singapore,93,4.54
47.91.18.207,2086,2086,false,NRT,Asia Pacific,Tokyo,83,4.54
47.245.56.29,2052,2052,false,NRT,Asia Pacific,Tokyo,342,4.53
47.245.33.158,2095,2095,false,NRT,Asia Pacific,Tokyo,78,4.53
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.53
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,28,4.53
47.74.14.85,80,80,false,NRT,Asia Pacific,Tokyo,131,4.53
47.245.33.158,80,80,false,NRT,Asia Pacific,Tokyo,78,4.53
47.74.48.55,2083,2083,true,NRT,Asia Pacific,Tokyo,101,4.52
47.74.12.139,2082,2082,false,NRT,Asia Pacific,Tokyo,206,4.52
47.74.5.150,8880,8880,false,NRT,Asia Pacific,Tokyo,83,4.52
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,4.52
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,200,4.52
47.74.10.135,2086,2086,false,NRT,Asia Pacific,Tokyo,308,4.52
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.52
47.245.2.84,2095,2095,false,NRT,Asia Pacific,Tokyo,86,4.52
47.245.37.37,2083,2083,true,NRT,Asia Pacific,Tokyo,70,4.52
47.91.21.127,2096,2096,true,NRT,Asia Pacific,Tokyo,278,4.52
47.74.27.151,2052,2052,false,NRT,Asia Pacific,Tokyo,91,4.52
47.74.23.99,80,80,false,NRT,Asia Pacific,Tokyo,280,4.52
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,15,4.52
8.209.212.5,2053,2053,true,NRT,Asia Pacific,Tokyo,260,4.51
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,3,4.51
47.245.59.133,8880,8880,false,NRT,Asia Pacific,Tokyo,306,4.51
47.243.70.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,4.51
47.245.112.34,8443,8443,true,SIN,Asia Pacific,Singapore,49,4.51
47.74.6.241,2082,2082,false,NRT,Asia Pacific,Tokyo,134,4.51
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,73,4.51
8.219.117.98,2095,2095,false,SIN,Asia Pacific,Singapore,313,4.51
47.236.9.147,2083,2083,true,SIN,Asia Pacific,Singapore,69,4.51
47.74.3.2,2086,2086,false,NRT,Asia Pacific,Tokyo,169,4.51
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,51,4.50
8.210.117.18,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,4.50
47.245.15.236,8880,8880,false,NRT,Asia Pacific,Tokyo,293,4.50
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,19,4.50
8.222.128.33,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.50
47.91.3.179,8080,8080,false,NRT,Asia Pacific,Tokyo,83,4.50
8.219.140.229,8080,8080,false,SIN,Asia Pacific,Singapore,24,4.50
8.222.223.34,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.50
47.74.10.135,8880,8880,false,NRT,Asia Pacific,Tokyo,84,4.50
47.91.28.22,8080,8080,false,NRT,Asia Pacific,Tokyo,83,4.50
47.74.16.67,2087,2087,true,NRT,Asia Pacific,Tokyo,133,4.50
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,98,4.49
47.91.25.66,2087,2087,true,NRT,Asia Pacific,Tokyo,75,4.49
8.219.40.255,2087,2087,true,SIN,Asia Pacific,Singapore,103,4.49
47.74.15.120,8880,8880,false,NRT,Asia Pacific,Tokyo,208,4.49
47.74.34.31,2087,2087,true,NRT,Asia Pacific,Tokyo,245,4.49
8.219.2.189,2096,2096,true,SIN,Asia Pacific,Singapore,19,4.49
8.219.2.189,2086,2086,false,SIN,Asia Pacific,Singapore,32,4.49
47.74.51.138,2053,2053,true,NRT,Asia Pacific,Tokyo,193,4.49
47.245.11.108,8880,8880,false,NRT,Asia Pacific,Tokyo,295,4.49
47.245.10.156,80,80,false,NRT,Asia Pacific,Tokyo,301,4.49
47.91.3.135,2083,2083,true,NRT,Asia Pacific,Tokyo,84,4.48
47.74.34.135,80,80,false,NRT,Asia Pacific,Tokyo,78,4.48
47.74.12.137,8880,8880,false,NRT,Asia Pacific,Tokyo,77,4.48
8.219.12.152,2082,2082,false,SIN,Asia Pacific,Singapore,14,4.48
8.222.201.231,2053,2053,true,SIN,Asia Pacific,Singapore,77,4.48
47.245.14.160,2053,2053,true,NRT,Asia Pacific,Tokyo,89,4.48
